code,name,market
5570,ジェノバ,growth
5571,エキサイトホールディングス,standard
5572,Ｒｉｄｇｅ－ｉ,growth
5574,ＡＢＥＪＡ,growth
5575,Ｇｌｏｂｅｅ,growth
5576,オービーシステム,standard
5578,ＡＲアドバンストテクノロジ,growth
5580,プロディライト,growth
5582,グリッド,growth
5586,Ｌａｂｏｒｏ．ＡＩ,growth
5587,インバウンドプラットフォーム,growth
5588,ファーストアカウンティング,growth
5589,オートサーバー,standard
558A,ＳＱＵＥＥＺＥ,growth
5590,ネットスターズ,growth
5591,ＡＶＩＬＥＮ,growth
5592,くすりの窓口,growth
5597,ブルーイノベーション,growth
5599,Ｓ＆Ｊ,growth
559A,梅乃宿酒造,standard
5602,栗本鐵工所,prime
5603,虹技,standard
5609,日本鋳造,standard
5612,日本鋳鉄管,standard
5616,雨風太陽,growth
5618,ナイル,growth
5619,マーソ,growth
5621,ヒューマンテクノロジーズ,growth
5631,日本製鋼所,prime
5632,三菱製鋼,prime
5644,メタルアート,standard
5658,日亜鋼業,standard
5659,日本精線,prime
5660,神鋼鋼線工業,standard
5695,パウダーテック,standard
5697,サンユウ,standard
5698,エンビプロ・ホールディングス,standard
5699,イボキン,standard
5702,大紀アルミニウム工業所,prime
5703,日本軽金属ホールディングス,prime
5704,ＪＭＣ,growth
5706,三井金属,prime
5707,東邦亜鉛,prime
5711,三菱マテリアル,prime
5713,住友金属鉱山,prime
5714,ＤＯＷＡホールディングス,prime
5715,古河機械金属,prime
5721,エスクリプトエナジー,standard
5724,アサカ理研,standard
5726,大阪チタニウムテクノロジーズ,prime
5729,日本精鉱,standard
5741,ＵＡＣＪ,prime
5742,エヌアイシ・オートテック,standard
5753,日本伸銅,standard
5757,ＣＫサンエツ,prime
5801,古河電気工業,prime
5802,住友電気工業,prime
5803,フジクラ,prime
5805,ＳＷＣＣ,prime
5816,オーナンバ,standard
5817,ＪＭＡＣＳ,standard
5819,カナレ電気,standard
5820,三ッ星,standard
5821,平河ヒューテック,prime
5830,いよぎんホールディングス,prime
5831,しずおかフィナンシャルグループ,prime
5832,ちゅうぎんフィナンシャルグループ,prime
5834,ＳＢＩリーシングサービス,growth
5838,楽天銀行,prime
5842,インテグラル,growth
5843,ニッポンインシュア,standard
5844,京都フィナンシャルグループ,prime
5845,全保連,standard
5851,リョービ,prime
5852,アーレスティ,prime
5856,エルアイイーエイチ,standard
5857,ＡＲＥホールディングス,prime
5858,ＳＴＧ,growth
5867,エスネットワークス,growth
5868,ロココ,standard
5869,早稲田学習研究会,standard
5870,ナルネットコミュニケーションズ,growth
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,standard
5884,クラダシ,growth
5885,ジーデップ・アドバンス,standard
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,growth
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,prime
5891,魁力屋,standard
5892,ｙｕｔｏｒｉ,growth
5900,ダイケン,standard
5901,東洋製罐グループホールディングス,prime
5902,ホッカンホールディングス,prime
5903,シンポ,standard
5905,日本製罐,standard
5906,エムケー精工,standard
5909,コロナ,standard
5911,横河ブリッジホールディングス,prime
5915,駒井ハルテック,standard
5918,瀧上工業,standard
5921,川岸工業,standard
5922,那須電機鉄工,standard
5923,高田機工,standard
5928,アルメタックス,standard
5929,三和ホールディングス,prime
5930,文化シヤッター,prime
5932,三協立山,prime
5933,アルインコ,prime
5936,東洋シヤッター,standard
5938,ＬＩＸＩＬ,prime
5939,大谷工業,standard
5940,不二サッシ,standard
5941,中西製作所,standard
5942,日本フイルコン,standard
5943,ノーリツ,prime
5945,天龍製鋸,standard
5946,長府製作所,prime
5947,リンナイ,prime
5949,ユニプレス,prime
5950,日本パワーファスニング,standard
5951,ダイニチ工業,standard
5952,アマテイ,standard
5955,ワイズホールディングス,standard
5956,トーソー,standard
5957,日東精工,prime
5958,三洋工業,standard
5959,岡部,prime
5962,浅香工業,standard
5965,フジマック,standard
5966,京都機械工具,standard
5967,ＴＯＮＥ,standard
5969,ロブテックス,standard
5970,ジーテクト,prime
5971,共和工業所,standard
5973,トーアミ,standard
5974,中国工業,standard
5975,東プレ,prime
5976,高周波熱錬,prime
5981,東京製綱,prime
5982,マルゼン,standard
5983,イワブチ,standard
5984,兼房,standard
5985,サンコール,standard
5986,モリテック　スチール,standard
5987,オーネックス,standard
5988,パイオラックス,prime
5989,エイチワン,prime
5990,スーパーツール,standard
5991,日本発條,prime
5992,中央発條,standard
5994,ファインシンター,standard
5997,協立エアテック,standard
5998,アドバネクス,standard
6005,三浦工業,prime
6013,タクマ,prime
6016,ジャパンエンジンコーポレーション,standard
6018,阪神内燃機工業,standard
6022,赤阪鐵工所,standard
6023,ダイハツインフィニアース,standard
6027,弁護士ドットコム,prime
6029,アトラグループ,standard
6030,アドベンチャー,growth
6031,ＺＥＴＡ,growth
6033,エクストリーム,growth
6034,ＭＲＴ,growth
6035,アイ・アールジャパンホールディングス,standard
6036,ＫｅｅＰｅｒ技研,prime
6037,楽待,standard
6038,イード,growth
6039,日本動物高度医療センター,growth
6040,日本スキー場開発,growth
6042,ニッキ,standard
6044,三機サービス,standard
6045,レントラックス,growth
6046,リンクバル,standard
6047,Ｇｕｎｏｓｙ,standard
6049,イトクロ,growth
6050,イー・ガーディアン,prime
6054,リブセンス,standard
6055,ジャパンマテリアル,prime
6058,ベクトル,prime
6059,ウチヤマホールディングス,standard
6061,ユニバーサル園芸社,standard
6062,チャーム・ケア・コーポレーション,prime
6063,日本エマージェンシーアシスタンス,standard
6069,トレンダーズ,growth
6070,キャリアリンク,prime
6071,ＩＢＪ,prime
6072,地盤ネットホールディングス,standard
6073,アサンテ,prime
6074,ジェイエスエス,standard
6078,バリューＨＲ,prime
6080,Ｍ＆Ａキャピタルパートナーズ,prime
6081,アライドアーキテクツ,growth
6082,ライドオンエクスプレスホールディングス,standard
6083,ＥＲＩホールディングス,standard
6085,アーキテクツ・スタジオ・ジャパン,growth
6086,シンメンテホールディングス,growth
6087,アビスト,standard
6088,シグマクシス・ホールディングス,prime
6089,ウィルグループ,prime
6090,ヒューマン・メタボローム・テクノロジーズ,standard
6091,ウエスコホールディングス,standard
6092,エンバイオ・ホールディングス,standard
6093,エスクロー・エージェント・ジャパン,standard
6094,フリークアウト・ホールディングス,growth
6096,レアジョブ,standard
6098,リクルートホールディングス,prime
6099,エラン,prime
6101,ツガミ,prime
6103,オークマ,prime
6104,芝浦機械,prime
6113,アマダ,prime
6118,アイダエンジニアリング,prime
6125,岡本工作機械製作所,standard
6134,ＦＵＪＩ,prime
6135,牧野フライス製作所,prime
6136,オーエスジー,prime
6137,小池酸素工業,standard
6138,ダイジェット工業,standard
6140,旭ダイヤモンド工業,prime
6141,ＤＭＧ森精機,prime
6143,ソディック,prime
6144,西部電機,standard
6145,ＮＩＴＴＯＫＵ,standard
6146,ディスコ,prime
6147,ヤマザキ,standard
6149,小田原エンジニアリング,standard
6150,タケダ機械,standard
6151,日東工器,prime
6155,高松機械工業,standard
6156,エーワン精密,standard
6157,日進工具,standard
6158,和井田製作所,standard
6159,ミクロン精密,standard
6161,エスティック,standard
6165,パンチ工業,standard
6166,中村超硬,growth
6167,冨士ダイス,prime
6171,土木管理総合試験所,standard
6173,アクアライン,growth
6176,ブランジスタ,standard
6177,ＡｐｐＢａｎｋ,growth
6178,日本郵政,prime
6180,ＧＭＯメディア,growth
6181,タメニー,growth
6182,メタリアル,growth
6183,ベルシステム２４ホールディングス,prime
6184,鎌倉新書,prime
6185,ＳＭＮ,standard
6186,一蔵,standard
6189,グローバルキッズＣＯＭＰＡＮＹ,standard
6190,フェニックスバイオ,growth
6191,エアトリ,prime
6193,バーチャレクス・ホールディングス,growth
6194,アトラエ,prime
6195,ホープ,growth
6196,ストライクグループ,prime
6197,ソラスト,prime
6198,キャリア,growth
6199,セラク,standard
6200,インソース,prime
6201,豊田自動織機,prime
6203,豊和工業,standard
6208,石川製作所,standard
6209,リケンＮＰＲ,prime
6217,津田駒工業,standard
6218,エンシュウ,standard
6222,島精機製作所,prime
6223,西部技研,standard
6224,ＪＲＣ,growth
6226,守谷輸送機工業,standard
6227,ＡＩメカテック,standard
6228,ジェイ・イー・ティ,standard
6229,オーケーエム,standard
6230,ＳＡＮＥＩ,standard
6231,木村工機,standard
6232,ＡＣＳＬ,growth
6233,ＫＬＡＳＳ,standard
6235,オプトラン,prime
6237,イワキポンプ,prime
6238,フリュー,prime
6239,ナガオカ,standard
6240,ヤマシンフィルタ,prime
6245,ヒラノテクシード,standard
6246,テクノスマート,standard
6247,日阪製作所,prime
6248,横田製作所,standard
6249,ゲームカードホールディングス,standard
6250,やまびこ,prime
6254,野村マイクロ・サイエンス,prime
6255,エヌ・ピー・シー,growth
6257,藤商事,standard
6258,平田機工,prime
6262,ＰＥＧＡＳＵＳ,standard
6264,マルマエ,prime
6265,コンバム,standard
6266,タツモ,prime
6267,ゼネラルパッカー,standard
6268,ナブテスコ,prime
6269,三井海洋開発,prime
6272,レオン自動機,prime
6273,ＳＭＣ,prime
6276,シリウスビジョン,standard
6277,ホソカワミクロン,prime
6278,ユニオンツール,prime
6279,瑞光,prime
6282,オイレス工業,prime
6284,日精エー・エス・ビー機械,prime
6286,靜甲,standard
6287,サトー,prime
6289,技研製作所,prime
6291,日本エアーテック,standard
6292,カワタ,standard
6294,オカダアイヨン,prime
6298,ワイエイシイホールディングス,prime
6301,小松製作所,prime
6302,住友重機械工業,prime
6305,日立建機,prime
6306,日工,prime
6307,サンセイ,standard
6309,巴工業,prime
6310,井関農機,prime
6315,ＴＯＷＡ,prime
6316,丸山製作所,standard
6317,北川鉄工所,standard
6322,タクミナ,standard
6323,ローツェ,prime
6324,ハーモニック・ドライブ・システムズ,prime
6325,タカキタ,standard
6326,クボタ,prime
6327,北川精機,standard
6328,荏原実業,prime
6330,東洋エンジニアリング,prime
6331,三菱化工機,prime
6332,月島ホールディングス,prime
6333,ＴＥＩＫＯＫＵ,prime
6334,明治機械,standard
6335,東京機械製作所,standard
6336,石井表記,standard
6337,テセック,standard
6338,タカトリ,standard
6339,新東工業,prime
6340,澁谷工業,prime
6342,太平製作所,standard
6343,フリージア・マクロス,standard
6345,アイチ　コーポレーション,prime
6346,キクカワエンタープライズ,standard
6347,プラコー,standard
6349,小森コーポレーション,prime
6351,鶴見製作所,prime
6356,日本ギア工業,standard
6357,三精テクノロジーズ,standard
6358,酒井重工業,prime
6360,東京自働機械製作所,standard
6361,荏原製作所,prime
6363,酉島製作所,prime
6364,ＡＩＲＭＡＮ,prime
6365,電業社機械製作所,standard
6366,千代田化工建設,standard
6367,ダイキン工業,prime
6368,オルガノ,prime
6369,トーヨーカネツ,prime
6370,栗田工業,prime
6371,椿本チエイン,prime
6376,日機装,prime
6378,木村化工機,standard
6379,レイズネクスト,prime
6380,オリエンタルチエン工業,standard
6381,アネスト岩田,prime
6382,トリニティ工業,standard
6383,ダイフク,prime
6384,昭和真空,standard
6387,サムコ,prime
6390,加藤製作所,prime
6391,加地テック,standard
6392,ヤマダコーポレーション,standard
6393,油研工業,standard
6395,タダノ,prime
6396,宇野澤組鐵工所,standard
6400,不二精機,standard
6402,兼松エンジニアリング,standard
6403,水道機工,standard
6405,鈴茂器工,standard
6407,ＣＫＤ,prime
6408,小倉クラッチ,standard
6412,平和,prime
6413,理想科学工業,prime
6417,ＳＡＮＫＹＯ,prime
6418,日本金銭機械,prime
6419,マースグループホールディングス,prime
6420,ガリレイ,prime
6424,高見沢サイバネティックス,standard
6425,ユニバーサルエンターテインメント,standard
6428,オーイズミ,standard
6430,ダイコク電機,prime
6432,竹内製作所,prime
6433,ヒーハイスト,standard
6436,アマノ,prime
6440,ＪＵＫＩ,prime
6444,サンデン,standard
6445,ジャノメ,prime
6448,ブラザー工業,prime
6454,マックス,prime
6455,モリタホールディングス,prime
6457,グローリー,prime
6458,新晃工業,prime
6459,大和冷機工業,prime
6460,セガサミーホールディングス,prime
6463,ＴＰＲ,prime
6464,ツバキ・ナカシマ,prime
6465,ホシザキ,prime
6466,ＴＶＥ,standard
6467,ニチダイ,standard
6469,放電精密加工研究所,standard
6470,大豊工業,standard
6471,日本精工,prime
6472,ＮＴＮ,prime
6473,ジェイテクト,prime
6474,不二越,prime
6479,ミネベアミツミ,prime
6480,日本トムソン,prime
6481,ＴＨＫ,prime
6482,ＹＵＳＨＩＮ,standard
6484,ＫＶＫ,standard
6485,前澤給装工業,standard
6486,イーグル工業,prime
6488,ヨシタケ,standard
6490,ＰＩＬＬＡＲ,prime
6492,岡野バルブ製造,standard
6493,ＮＩＴＴＡＮ,standard
6494,ＮＦＫホールディングス,standard
6495,宮入バルブ製作所,standard
6496,中北製作所,standard
6497,ハマイ,standard
6498,キッツ,prime
6501,日立製作所,prime
6503,三菱電機,prime
6504,富士電機,prime
6505,東洋電機製造,standard
6506,安川電機,prime
6507,シンフォニアテクノロジー,prime
6508,明電舎,prime
6513,オリジン,standard
6516,山洋電気,prime
6517,デンヨー,prime
6518,三相電機,standard
6521,オキサイド,growth
6522,アスタリスク,growth
6523,ＰＨＣホールディングス,prime
6524,湖北工業,standard
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,prime
6526,ソシオネクスト,prime
6532,ベイカレント,prime
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,prime
6535,アイモバイル,prime
6537,ＷＡＳＨハウス,growth
6538,ディスラプターズ,standard
6539,ＭＳ－Ｊａｐａｎ,prime
6540,船場,standard
6543,日宣,standard
6544,ジャパンエレベーターサービスホールディングス,prime
6545,インターネットインフィニティー,growth
6546,フルテック,standard
6547,グリーンズ,standard
6548,旅工房,growth
6549,ディーエムソリューションズ,standard
6551,ツナググループ・ホールディングス,standard
6552,ＧａｍｅＷｉｔｈ,standard
6554,エスユーエス,growth
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,standard
6557,ＡＩＡＩグループ,growth
6558,クックビズ,growth
6560,エル・ティー・エス,prime
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,growth
6562,ジーニー,growth
6563,みらいワークス,growth
6564,ミダックホールディングス,prime
6566,要興業,standard
6568,神戸天然物化学,growth
6570,共和コーポレーション,standard
6571,キュービーネットホールディングス,prime
6572,オープングループ,prime
6573,ＣＲＡＶＩＡ,growth
6574,コンヴァノ,growth
6577,ベストワンドットコム,growth
6578,コレックホールディングス,standard
6579,ログリー,growth
6580,ライトアップ,growth
6584,三櫻工業,prime
6586,マキタ,prime
6588,東芝テック,prime
6590,芝浦メカトロニクス,prime
6592,マブチモーター,prime
6594,ニデック,prime
6597,ＨＰＣシステムズ,growth
6599,エブレン,standard
6612,バルミューダ,growth
6613,ＱＤレーザ,growth
6614,シキノハイテック,standard
6615,ユー・エム・シー・エレクトロニクス,prime
6616,トレックス・セミコンダクター,prime
6617,東光高岳,prime
6619,ダブル・スコープ,prime
6620,宮越ホールディングス,prime
6622,ダイヘン,prime
6625,ＪＡＬＣＯホールディングス,standard
6626,ＳＥＭＩＴＥＣ,standard
6627,テラプローブ,standard
6629,テクノホライゾン,standard
6630,ヤーマン,prime
6632,ＪＶＣケンウッド,prime
6633,ＣＧＳホールディングス,standard
6634,ＪＮグループ,standard
6635,大日光・エンジニアリング,standard
6637,寺崎電気産業,standard
6638,ミマキエンジニアリング,prime
6643,戸上電機製作所,standard
6644,大崎電気工業,prime
6645,オムロン,prime
6647,森尾電機,standard
6648,かわでん,standard
6651,日東工業,prime
6652,ＩＤＥＣ,prime
6653,正興電機製作所,prime
6654,不二電機工業,standard
6656,インスペック,standard
6658,シライ電子工業,standard
6659,メディアリンクス,standard
6662,ユビテック,standard
6663,太洋テクノレックス,standard
6664,オプトエレクトロニクス,standard
6666,リバーエレテック,standard
6668,アドテック　プラズマ　テクノロジー,standard
6670,ＭＣＪ,standard
6674,ジーエス・ユアサ　コーポレーション,prime
6675,サクサ,standard
6676,ＢＵＦＦＡＬＯ,standard
6677,エスケーエレクトロニクス,standard
6678,テクノメディカ,standard
6694,ズーム,standard
6696,トラース・オン・プロダクト,growth
6699,ダイヤモンドエレクトリックホールディングス,standard
6701,日本電気,prime
6702,富士通,prime
6703,沖電気工業,prime
6706,電気興業,prime
6707,サンケン電気,prime
6718,アイホン,prime
6721,ウインテスト,standard
6723,ルネサスエレクトロニクス,prime
6724,セイコーエプソン,prime
6727,ワコム,prime
6728,アルバック,prime
6730,アクセル,standard
6731,ピクセラ,standard
6736,サン電子,standard
6737,ＥＩＺＯ,prime
6740,ジャパンディスプレイ,prime
6741,日本信号,prime
6742,京三製作所,prime
6743,大同信号,standard
6744,能美防災,prime
6745,ホーチキ,prime
6748,星和電機,standard
6750,エレコム,prime
6752,パナソニック　ホールディングス,prime
6753,シャープ,prime
6754,アンリツ,prime
6757,ＯＳＧコーポレーション,standard
6758,ソニーグループ,prime
6762,ＴＤＫ,prime
6763,帝国通信工業,prime
6768,タムラ製作所,prime
6769,ザインエレクトロニクス,standard
6770,アルプスアルパイン,prime
6771,池上通信機,standard
6772,東京コスモス電機,standard
6775,ＴＢグループ,standard
6776,天昇電気工業,standard
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,standard
6778,アルチザネットワークス,standard
6779,日本電波工業,prime
6785,鈴木,prime
6786,ＲＶＨ,standard
6787,メイコー,prime
6788,日本トリム,prime
6794,フォスター電機,prime
6797,名古屋電機工業,standard
6798,ＳＭＫ,prime
6800,ヨコオ,prime
6803,ティアック,standard
6804,ホシデン,prime
6806,ヒロセ電機,prime
6807,日本航空電子工業,prime
6809,ＴＯＡ,prime
6810,マクセル,prime
6814,古野電気,prime
6817,スミダコーポレーション,prime
6819,伊豆シャボテンリゾート,standard
6820,アイコム,prime
6822,大井電気,standard
6823,リオン,prime
6824,新コスモス電機,standard
6832,アオイ電子,standard
6834,精工技研,standard
6835,アライドテレシスホールディングス,standard
6836,ぷらっとホーム,standard
6837,京写,standard
6838,多摩川ホールディングス,standard
6840,ＡＫＩＢＡホールディングス,standard
6841,横河電機,prime
6844,新電元工業,prime
6845,アズビル,prime
6848,東亜ディーケーケー,standard
6849,日本光電工業,prime
6850,チノー,prime
6853,共和電業,standard
6855,日本電子材料,standard
6856,堀場製作所,prime
6857,アドバンテスト,prime
6858,小野測器,standard
6859,エスペック,prime
6861,キーエンス,prime
6862,ミナトホールディングス,standard
6863,ニレコ,standard
6864,エヌエフホールディングス,standard
6866,日置電機,prime
6867,リーダー電子,standard
6869,シスメックス,prime
6870,日本フェンオール,standard
6871,日本マイクロニクス,prime
6874,協立電機,standard
6875,メガチップス,prime
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,standard
6882,三社電機製作所,standard
6888,アクモス,standard
6890,フェローテック,standard
6894,パルステック工業,standard
6897,ツインバード,standard
6898,トミタ電機,standard
6899,ＡＳＴＩ,standard
6902,デンソー,prime
6904,原田工業,standard
6905,コーセル,prime
6907,ジオマテック,standard
6908,イリソ電子工業,prime
6912,菊水ホールディングス,standard
6914,オプテックスグループ,prime
6915,千代田インテグレ,standard
6918,アバールデータ,standard
6919,ケル,standard
6920,レーザーテック,prime
6923,スタンレー電気,prime
6925,ウシオ電機,prime
6926,岡谷電機産業,standard
6927,ヘリオス　テクノ　ホールディング,standard
6928,エノモト,standard
6929,日本セラミック,prime
6932,遠藤照明,standard
6941,山一電機,prime
6942,ソフィアホールディングス,standard
6943,ＮＫＫスイッチズ,standard
6946,日本アビオニクス,standard
6947,図研,prime
6951,日本電子,prime
6952,カシオ計算機,prime
6954,ファナック,prime
6955,ＦＤＫ,standard
6958,日本シイエムケイ,prime
6960,フクダ電子,standard
6961,エンプラス,prime
6962,大真空,prime
6963,ローム,prime
6964,サンコー,standard
6965,浜松ホトニクス,prime
6966,三井ハイテック,prime
6969,松尾電機,standard
6971,京セラ,prime
6976,太陽誘電,prime
6977,日本抵抗器製作所,standard
6981,村田製作所,prime
6982,リード,standard
6986,双葉電子工業,prime
6988,日東電工,prime
6989,北陸電気工業,standard
6993,大黒屋ホールディングス,standard
6994,指月電機製作所,standard
6995,東海理化電機製作所,prime
6996,ニチコン,prime
6997,日本ケミコン,prime
6998,日本タングステン,standard
6999,ＫＯＡ,prime
7003,三井Ｅ＆Ｓ,prime
7004,カナデビア,prime
7011,三菱重工業,prime
7012,川崎重工業,prime
7013,ＩＨＩ,prime
7014,名村造船所,standard
7018,内海造船,standard
7021,ニッチツ,standard
7022,サノヤスホールディングス,standard
7030,スプリックス,standard
7031,インバウンドテック,growth
7033,マネジメントソリューションズ,prime
7034,プロレド・パートナーズ,prime
7035,ａｎｄ　ｆａｃｔｏｒｙ,standard
7036,イーエムネットジャパン,growth
7037,テノ．ホールディングス,standard
7038,フロンティア・マネジメント,prime
7039,ブリッジインターナショナルグループ,growth
7040,サン・ライフホールディング,standard
7041,ＣＲＧホールディングス,growth
7042,アクセスグループ・ホールディングス,standard
7043,アルー,growth
7044,ピアラ,standard
7046,ＴＤＳＥ,growth
7047,ポート,growth
7048,ベルトラ,growth
7049,識学,growth
7050,フロンティアインターナショナル,growth
7057,エヌ・シー・エヌ,standard
7058,共栄セキュリティーサービス,standard
7059,コプロ・ホールディングス,prime
7060,ギークス,standard
7061,日本ホスピスホールディングス,growth
7062,フレアス,growth
7063,Ｂｉｒｄｍａｎ,growth
7064,ハウテレビジョン,standard
7065,ユーピーアール,standard
7066,ピアズ,growth
7067,ブランディングテクノロジー,growth
7068,フィードフォースグループ,growth
7069,サイバー・バズ,growth
7071,アンビスホールディングス,prime
7072,インティメート・マージャー,growth
7073,ジェイック,growth
7074,トゥエンティーフォーセブンホールディングス,growth
7075,ＱＬＳホールディングス,growth
7077,ＡＬｉＮＫインターネット,growth
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,growth
7079,ＷＤＢココ,growth
7080,スポーツフィールド,growth
7081,コーユーレンティア,standard
7082,ジモティー,growth
7083,ＡＨＣグループ,growth
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,growth
7085,カーブスホールディングス,prime
7087,ウイルテック,standard
7089,フォースタートアップス,growth
7090,リグア,growth
7091,リビングプラットフォーム,growth
7093,アディッシュ,growth
7094,ＮｅｘＴｏｎｅ,growth
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,prime
7096,ステムセル研究所,growth
7097,さくらさくプラス,growth
7102,日本車輌製造,prime
7110,クラシコム,growth
7111,ＩＮＥＳＴ,standard
7112,キューブ,growth
7114,フーディソン,growth
7115,アルファパーチェス,standard
7119,ハルメクホールディングス,growth
7120,ＳＨＩＮＫＯ,standard
7122,近畿車輛,standard
7126,グローバルスタイル,standard
7127,一家ホールディングス,standard
7128,ユニソルホールディングス,prime
7129,ミアヘルサホールディングス,standard
7130,ヤマエグループホールディングス,prime
7131,のむら産業,standard
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,growth
7134,アップガレージグループ,standard
7135,ジャパンクラフトホールディングス,standard
7138,ＴＯＲＩＣＯ,growth
7140,ペットゴー,growth
7148,ＦＰＧ,prime
7150,島根銀行,standard
7157,ライフネット生命保険,prime
7161,じもとホールディングス,standard
7162,アストマックス,standard
7164,全国保証,prime
7167,めぶきフィナンシャルグループ,prime
7172,ジャパンインベストメントアドバイザー,prime
7173,東京きらぼしフィナンシャルグループ,prime
7175,今村証券,standard
7177,ＧＭＯフィナンシャルホールディングス,standard
7180,九州フィナンシャルグループ,prime
7181,かんぽ生命保険,prime
7182,ゆうちょ銀行,prime
7183,あんしん保証,standard
7184,富山第一銀行,prime
7185,ヒロセ通商,standard
7186,横浜フィナンシャルグループ,prime
7187,ジェイリース,prime
7189,西日本フィナンシャルホールディングス,prime
7191,イントラスト,standard
7192,日本モーゲージサービス,standard
7196,Ｃａｓａ,standard
7198,ＳＢＩアルヒ,prime
7199,プレミアグループ,prime
7201,日産自動車,prime
7202,いすゞ自動車,prime
7203,トヨタ自動車,prime
7208,カネミツ,standard
7211,三菱自動車工業,prime
7212,エフテック,standard
7213,レシップホールディングス,standard
7214,ＧＭＢ,standard
7215,ファルテック,standard
7217,テイン,standard
7218,田中精密工業,standard
7219,エッチ・ケー・エス,standard
7220,武蔵精密工業,prime
7222,日産車体,standard
7224,新明和工業,prime
7226,極東開発工業,prime
7228,デイトナ,standard
7229,ユタカ技研,standard
7231,トピー工業,prime
7235,東京ラヂエーター製造,standard
7236,ティラド,prime
7238,曙ブレーキ工業,prime
7239,タチエス,prime
7240,ＮＯＫ,prime
7241,フタバ産業,prime
7242,カヤバ,prime
7244,市光工業,prime
7245,大同メタル工業,prime
7246,プレス工業,prime
7247,ミクニ,standard
7254,ユニバンス,standard
7255,桜井製作所,standard
7256,河西工業,standard
7259,アイシン,prime
7261,マツダ,prime
7264,ムロコーポレーション,standard
7265,エイケン工業,standard
7266,今仙電機製作所,standard
7267,本田技研工業,prime
7269,スズキ,prime
7270,ＳＵＢＡＲＵ,prime
7271,安永,standard
7272,ヤマハ発動機,prime
7273,イクヨ,standard
7276,小糸製作所,prime
7277,ＴＢＫ,standard
7278,エクセディ,prime
7279,ハイレックスコーポレーション,standard
7280,ミツバ,prime
7282,豊田合成,prime
7283,愛三工業,prime
7284,盟和産業,standard
7287,日本精機,standard
7291,日本プラスト,standard
7292,村上開明堂,standard
7294,ヨロズ,prime
7296,エフ・シー・シー,prime
7297,カーメイト,standard
7299,フジオーゼックス,standard
7305,新家工業,standard
7309,シマノ,prime
7313,テイ・エス　テック,prime
7314,小田原機器,standard
7317,松屋アールアンドディ,growth
7318,セレンディップ・ホールディングス,growth
7320,Ｓｏｌｖｖｙ,growth
7322,三十三フィナンシャルグループ,prime
7325,アイリックコーポレーション,growth
7326,ＳＢＩインシュアランスグループ,growth
7327,第四北越フィナンシャルグループ,prime
7337,ひろぎんホールディングス,prime
7343,ブロードマインド,growth
7345,アイ・パートナーズフィナンシャル,growth
7347,マーキュリアホールディングス,prime
7350,おきなわフィナンシャルグループ,prime
7351,グッドパッチ,growth
7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,growth
7353,ＫＩＹＯラーニング,growth
7354,ダイレクトマーケティングミックス,standard
7356,Ｒｅｔｔｙ,growth
7357,ジオコード,standard
7358,ポピンズ,standard
7359,東京通信グループ,growth
7360,オンデック,growth
7361,ヒューマンクリエイションホールディングス,growth
7362,Ｔ．Ｓ．Ｉ,growth
7363,ベビーカレンダー,growth
7366,ＬＩＴＡＬＩＣＯ,prime
7367,セルム,standard
7368,表示灯,standard
7369,メイホーホールディングス,growth
7370,Ｅｎｊｉｎ,growth
7371,Ｚｅｎｋｅｎ,growth
7372,デコルテ・ホールディングス,growth
7373,アイドマ・ホールディングス,growth
7374,コンフィデンス・インターワークス,growth
7375,リファインバースグループ,growth
7376,ＢＣＣ,growth
7377,ＤＮホールディングス,standard
7378,アシロ,growth
7380,十六フィナンシャルグループ,prime
7381,ＣＣＩグループ,prime
7383,ネットプロテクションズホールディングス,prime
7384,プロクレアホールディングス,prime
7388,ＦＰパートナー,prime
7389,あいちフィナンシャルグループ,prime
7399,ナンシン,standard
7409,ＡｅｒｏＥｄｇｅ,growth
7412,アトム,standard
7413,創健社,standard
7414,小野建,prime
7416,はるやまホールディングス,standard
7417,南陽,standard
7419,ノジマ,prime
7421,カッパ・クリエイト,prime
7422,東邦レマック,standard
7425,初穂商事,standard
7426,山大,standard
7427,エコートレーディング,standard
7433,伯東,prime
7434,オータケ,standard
7435,ナ・デックス,standard
7438,コンドーテック,prime
7442,中山福,standard
7443,横浜魚類,standard
7444,ハリマ共和物産,standard
7446,東北化学薬品,standard
7447,ナガイレーベン,prime
