code,name,market
3678,メディアドゥ,prime
3679,じげん,prime
367A,プリモグローバルホールディングス,standard
3680,ホットリンク,growth
3681,ブイキューブ,prime
3682,エンカレッジ・テクノロジ,standard
3683,サイバーリンクス,standard
3686,ディー・エル・イー,standard
3687,フィックスターズ,prime
368A,北里コーポレーション,prime
3690,イルグルム,standard
3691,デジタルプラス,growth
3692,ＦＦＲＩセキュリティ,growth
3694,オプティム,prime
3695,ＧＭＯプロダクトプラットフォーム,growth
3696,セレス,prime
3697,ＳＨＩＦＴ,prime
3698,ＣＲＩ・ミドルウェア,standard
369A,エータイ,growth
3708,特種東海製紙,prime
3710,ジョルダン,standard
3712,情報企画,standard
3719,ＡＩストーム,standard
3723,日本ファルコム,growth
3726,フォーシーズＨＤ,standard
3727,アプリックス,growth
372A,レント,standard
3733,ソフトウェア・サービス,standard
373A,リップス,growth
3741,セック,prime
3744,サイオス,standard
3747,インタートレード,standard
3750,ＡＤＲ１２０Ｓ,standard
3753,フライトソリューションズ,standard
3758,アエリア,standard
3760,ケイブ,standard
3762,テクマトリックス,prime
3763,プロシップ,prime
3765,ガンホー・オンライン・エンターテイメント,prime
3766,システムズ・デザイン,standard
3768,リスクモンスター,standard
3769,ＧＭＯペイメントゲートウェイ,prime
3771,システムリサーチ,prime
3772,ウェルス・マネジメント,standard
3773,アドバンスト・メディア,growth
3774,インターネットイニシアティブ,prime
3776,ブロードバンドタワー,standard
3777,環境フレンドリーホールディングス,growth
3778,さくらインターネット,prime
3779,ジェイ・エスコムホールディングス,standard
3787,テクノマセマティカル,standard
3788,ＧＭＯグローバルサイン・ホールディングス,prime
378A,ヒット,growth
3791,ＩＧポート,standard
3793,ドリコム,growth
3796,いい生活,standard
3798,ＵＬＳグループ,standard
3799,キーウェアソリューションズ,standard
3800,ユニリタ,standard
3802,エコミック,standard
3803,イメージ情報開発,growth
3804,システム　ディ,standard
3807,フィスコ,growth
3810,サイバーステップホールディングス,standard
3815,メディア工房,growth
3816,大和コンピューター,standard
3817,ＳＲＡホールディングス,prime
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,standard
3825,リミックスポイント,standard
3826,システムインテグレータ,standard
3834,朝日ネット,prime
3835,ｅＢＡＳＥ,prime
3836,アバントグループ,prime
3837,アドソル日進,prime
3839,ＯＤＫソリューションズ,standard
3840,パス,standard
3841,ジーダット,standard
3842,ネクストジェン,standard
3843,フリービット,prime
3844,コムチュア,prime
3845,アイフリークモバイル,standard
3848,データ・アプリケーション,standard
3850,エヌ・ティ・ティ・データ・イントラマート,standard
3851,日本一ソフトウェア,standard
3853,アステリア,prime
3854,アイル,prime
3856,Ａｂａｌａｎｃｅ,standard
3858,ユビキタスＡＩ,standard
3861,王子ホールディングス,prime
3863,日本製紙,prime
3864,三菱製紙,prime
3865,北越コーポレーション,prime
386A,みのや,standard
3877,中越パルプ工業,prime
3878,巴川コーポレーション,standard
387A,フラー,growth
3880,大王製紙,prime
3891,ニッポン高度紙工業,standard
3892,岡山製紙,standard
3895,ハビックス,standard
3896,阿波製紙,standard
3900,クラウドワークス,growth
3901,マークラインズ,prime
3903,ｇｕｍｉ,prime
3904,カヤック,growth
3905,データセクション,growth
3907,シリコンスタジオ,standard
3908,コラボス,standard
3909,ショーケース,standard
3910,エムケイシステム,standard
3911,Ａｉｍｉｎｇ,growth
3912,モバイルファクトリー,standard
3913,ＧｒｅｅｎＢｅｅ,standard
3914,ＪＩＧ－ＳＡＷ,growth
3915,テラスカイ,prime
3916,デジタル・インフォメーション・テクノロジー,prime
3917,アイリッジ,growth
3918,ＰＣＩホールディングス,standard
3920,アイビーシー,standard
3921,ネオジャパン,prime
3922,ＰＲ　ＴＩＭＥＳ,prime
3923,ラクス,prime
3925,ダブルスタンダード,prime
3926,オープンドア,standard
3927,フーバーブレイン,standard
3928,マイネット,standard
3929,ソーシャルワイヤー,growth
3930,はてな,growth
3931,バリューゴルフ,growth
3932,アカツキ,prime
3933,チエル,standard
3934,ベネフィットジャパン,standard
3935,エディア,standard
3936,グローバルウェイ,growth
3937,Ｕｂｉｃｏｍホールディングス,standard
3939,カナミックネットワーク,prime
3940,ノムラシステムコーポレーション,standard
3941,レンゴー,prime
3943,大石産業,standard
3944,古林紙工,standard
3945,スーパーバッグ,standard
3946,トーモク,prime
3947,ダイナパック,standard
3948,光ビジネスフォーム,standard
3950,ザ・パック,prime
3951,朝日印刷,standard
3953,大村紙業,standard
3954,昭和パックス,standard
3955,イムラ,standard
3958,笹徳印刷,standard
3962,チェンジホールディングス,prime
3963,シンクロ・フード,prime
3964,オークネット,prime
3965,キャピタル・アセット・プランニング,standard
3967,エルテス,growth
3968,セグエグループ,prime
3969,エイトレッド,standard
3970,イノベーション,growth
3974,ＳＣＡＴ,standard
3976,シャノン,growth
3979,うるる,growth
3981,ビーグリー,standard
3983,オロ,prime
3984,ユーザーローカル,prime
3985,テモナ,standard
3986,ビーブレイクシステムズ,standard
3987,エコモット,growth
3988,ＳＹＳホールディングス,standard
3989,シェアリングテクノロジー,growth
3991,ウォンテッドリー,growth
3992,ニーズウェル,prime
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,prime
3994,マネーフォワード,prime
3996,サインポスト,standard
3997,トレードワークス,standard
3998,すららネット,growth
4004,レゾナック・ホールディングス,prime
4005,住友化学,prime
4008,住友精化,prime
4011,ヘッドウォータース,growth
4012,アクシス,standard
4013,勤次郎,growth
4014,カラダノート,growth
4015,ペイクラウドホールディングス,growth
4016,ＭＩＴホールディングス,standard
4017,クリーマ,growth
4019,スタメン,growth
4020,ビートレンド,growth
4021,日産化学,prime
4022,ラサ工業,prime
4023,クレハ,prime
4025,多木化学,prime
4026,神島化学工業,standard
4027,テイカ,prime
4028,石原産業,prime
402A,アクセルスペースホールディングス,growth
4031,片倉コープアグリ,standard
4040,南海化学,standard
4041,日本曹達,prime
4042,東ソー,prime
4043,トクヤマ,prime
4044,セントラル硝子,prime
4045,東亞合成,prime
4046,大阪ソーダ,prime
4047,関東電化工業,prime
4051,ＧＭＯフィナンシャルゲート,prime
4052,フィーチャ,growth
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,prime
4054,日本情報クリエイト,growth
4055,ティアンドエスグループ,growth
4056,ニューラルグループ,growth
4057,インターファクトリー,growth
4058,トヨクモ,growth
4059,まぐまぐ,standard
4060,ｒａｋｕｍｏ,growth
4061,デンカ,prime
4062,イビデン,prime
4063,信越化学工業,prime
4064,日本カーバイド工業,prime
4068,ベイシス,growth
4069,ＢｌｕｅＭｅｍｅ,growth
4071,プラスアルファ・コンサルティング,prime
4072,電算システムホールディングス,prime
4073,ジィ・シィ企画,growth
4074,ラキール,growth
4075,ブレインズテクノロジー,growth
4076,シイエヌエス,growth
4078,堺化学工業,prime
407A,ＵＮＩＣＯＮホールディングス,standard
4082,第一稀元素化学工業,prime
4088,エア・ウォーター,prime
4091,日本酸素ホールディングス,prime
4092,日本化学工業,prime
4093,東邦アセチレン,standard
4094,日本化学産業,standard
4095,日本パーカライジング,prime
4097,高圧ガス工業,prime
4098,チタン工業,standard
4099,四国化成ホールディングス,prime
409A,オリオンビール,prime
4100,戸田工業,standard
4102,丸尾カルシウム,standard
4107,伊勢化学工業,standard
4109,ステラ　ケミファ,prime
410A,ＧＭＯコマース,growth
4112,保土谷化学工業,prime
4113,田岡化学工業,standard
4114,日本触媒,prime
4116,大日精化工業,prime
4118,カネカ,prime
4119,日本ピグメントホールディングス,standard
4120,スガイ化学工業,standard
4124,大阪油化工業,standard
4125,三和油化工業,standard
414A,オーバーラップホールディングス,growth
4151,協和キリン,prime
415A,ＧＭＯ　ＴＥＣＨホールディングス,growth
4165,プレイド,growth
4166,かっこ,growth
4167,ココペリ,growth
4168,ヤプリ,growth
4169,ＥＮＥＣＨＡＮＧＥ,growth
416A,富士ユナイトホールディングス,standard
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,growth
4171,グローバルインフォメーション,standard
4172,Ｈｉクラテス,standard
4174,アピリッツ,standard
4175,ｃｏｌｙ,growth
4176,ココナラ,growth
4177,ｉ‐ｐｌｕｇ,growth
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,growth
4179,ジーネクスト,growth
417A,ブルーゾーンホールディングス,prime
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,prime
4182,三菱瓦斯化学,prime
4183,三井化学,prime
4186,東京応化工業,prime
4187,大阪有機化学工業,prime
4188,三菱ケミカルグループ,prime
4189,ＫＨネオケム,prime
4192,スパイダープラス,growth
4193,ファブリカホールディングス,standard
4194,ビジョナル,prime
4196,ネオマーケティング,standard
4197,アスマーク,standard
4198,テンダ,standard
4199,ワンダープラネット,growth
4202,ダイセル,prime
4203,住友ベークライト,prime
4204,積水化学工業,prime
4205,日本ゼオン,prime
4206,アイカ工業,prime
4208,ＵＢＥ,prime
4212,積水樹脂,prime
4216,旭有機材,prime
4218,ニチバン,prime
421A,ムービン・ストラテジック・キャリア,growth
4220,リケンテクノス,prime
4221,大倉工業,prime
4222,児玉化学工業,standard
4224,ロンシール工業,standard
4228,積水化成品工業,prime
4229,群栄化学工業,prime
4231,タイガースポリマー,standard
4234,サンエー化研,standard
4235,ウルトラファブリックス・ホールディングス,standard
4237,フジプレアム,standard
4238,ミライアル,standard
423A,ライオン事務器,standard
4240,クラスターテクノロジー,standard
4241,アテクト,standard
4242,タカギセイコー,standard
4243,ニックス,standard
4245,ダイキアクシス,standard
4246,ダイキョーニシカワ,prime
4247,ポバール興業,standard
4248,竹本容器,standard
4249,森六,prime
4251,恵和,prime
4255,ＴＨＥＣＯＯ,growth
4256,サインド,growth
4258,網屋,growth
4259,エクサウィザーズ,growth
4260,ハイブリッドテクノロジーズ,growth
4261,アジアクエスト,growth
4262,ニフティライフスタイル,growth
4263,サスメド,growth
4264,セキュア,growth
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,growth
4270,ＢｅｅＸ,growth
4272,日本化薬,prime
4274,細谷火工,standard
4275,カーリット,prime
4284,ソルクシーズ,standard
4286,ＣＬホールディングス,standard
4287,ジャストプランニング,standard
4288,アズジェント,standard
428A,サイプレス・ホールディングス,standard
4290,プレステージ・インターナショナル,prime
4293,セプテーニ・ホールディングス,standard
4299,ハイマックス,standard
429A,テクセンドフォトマスク,prime
4301,アミューズ,prime
4307,野村総合研究所,prime
4308,Ｊストリーム,growth
4310,ドリームインキュベータ,prime
4316,ビーマップ,growth
4317,レイ,standard
4318,クイック,prime
431A,ユーソナー,growth
4320,ＣＥホールディングス,standard
4323,日本システム技術,prime
4324,電通グループ,prime
4326,インテージホールディングス,prime
4331,テイクアンドギヴ・ニーズ,prime
4334,ユークス,standard
4335,ＩＰＳホールディングス,standard
4337,ぴあ,prime
4341,西菱電機,standard
4343,イオンファンタジー,prime
4344,ソースネクスト,prime
4345,シーティーエス,prime
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,standard
4347,ブロードメディア,standard
4350,メディカルシステムネットワーク,standard
4351,山田再生系債権回収総合事務所,standard
4356,応用技術,standard
4360,マナック・ケミカル・パートナーズ,standard
4361,川口化学工業,standard
4362,日本精化,prime
4365,松本油脂製薬,standard
4366,ダイトーケミックス,standard
4367,広栄化学,standard
4368,扶桑化学工業,prime
4369,トリケミカル研究所,prime
436A,サイバーソリューションズ,growth
4370,モビルス,growth
4371,コアコンセプト・テクノロジー,growth
4372,ユミルリンク,growth
4373,シンプレクス・ホールディングス,prime
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,growth
4375,セーフィー,growth
4376,くふうカンパニーホールディングス,growth
4377,ワンキャリア,growth
4378,ＣＩＮＣ,growth
4379,Ｐｈｏｔｏｓｙｎｔｈ,growth
4380,Ｍマート,growth
4381,ビープラッツ,growth
4382,ＨＥＲＯＺ,standard
4385,メルカリ,prime
4386,ＳＩＧグループ,standard
4387,ＺＵＵ,growth
4388,エーアイ,standard
4389,プロパティデータバンク,growth
438A,インフキュリオン,growth
4390,ＩＰＳ,prime
4391,ロジザード,growth
4392,ＦＩＧ,prime
4393,バンク・オブ・イノベーション,growth
4394,エクスモーション,growth
4395,アクリート,growth
4396,システムサポートホールディングス,prime
4397,チームスピリット,growth
4398,ブロードバンドセキュリティ,standard
4401,ＡＤＥＫＡ,prime
4403,日油,prime
4404,ミヨシ油脂,standard
4406,新日本理化,standard
4409,東邦化学工業,standard
4410,ハリマ化成グループ,prime
4412,サイエンスアーツ,growth
4413,ボードルア,prime
4414,フレクト,growth
4415,ブロードエンタープライズ,growth
4416,Ｔｒｕｅ　Ｄａｔａ,growth
4417,グローバルセキュリティエキスパート,growth
4418,ＪＤＳＣ,growth
4419,Ｆｉｎａｔｅｘｔホールディングス,growth
441A,ＮＥ,growth
4420,イーソル,standard
4421,ディ・アイ・システム,standard
4422,ＶＡＬＵＥＮＥＸ,growth
4424,Ａｍａｚｉａ,growth
4425,Ｋｕｄａｎ,growth
4427,ＥｄｕＬａｂ,growth
4428,シノプス,growth
4429,リックソフト,growth
442A,クラシコ,growth
4430,東海ソフト,standard
4431,スマレジ,growth
4432,ウイングアーク１ｓｔ,prime
4433,ヒト・コミュニケーションズ・ホールディングス,prime
4434,サーバーワークス,standard
4436,ミンカブ・ジ・インフォノイド,growth
4437,ｇｏｏｄｄａｙｓホールディングス,growth
4438,Ｗｅｌｂｙ,growth
4439,東名,standard
4440,ヴィッツ,standard
4441,トビラシステムズ,standard
4442,バルテス・ホールディングス,growth
4443,Ｓａｎｓａｎ,prime
4444,インフォネット,growth
4445,リビン・テクノロジーズ,growth
4446,Ｌｉｎｋ－Ｕグループ,prime
4447,ピー・ビーシステムズ,growth
4448,ｋｕｂｅｌｌ,growth
4449,ギフティ,prime
4450,パワーソリューションズ,growth
4452,花王,prime
4461,第一工業製薬,prime
4462,石原ケミカル,prime
4463,日華化学,standard
4464,ソフト９９コーポレーション,standard
4465,ニイタカ,standard
446A,ノースサンド,growth
4471,三洋化成工業,prime
4475,ＨＥＮＮＧＥ,growth
4476,ＡＩ　ＣＲＯＳＳ,growth
4477,ＢＡＳＥ,growth
4478,フリー,growth
4479,マクアケ,growth
4480,メドレー,prime
4481,ベース,prime
4482,ウィルズ,growth
4483,ＪＭＤＣ,prime
4484,ランサーズ,growth
4486,ユナイトアンドグロウ,growth
4487,スペースマーケット,growth
4488,ＡＩ　ｉｎｓｉｄｅ,growth
4490,ビザスク,growth
4491,コンピューターマネージメント,standard
4492,ゼネテック,standard
4493,サイバーセキュリティクラウド,growth
4494,バリオセキュア,standard
4495,アイキューブドシステムズ,growth
4496,コマースＯｎｅホールディングス,growth
4498,サイバートラスト,growth
4499,Ｓｐｅｅｅ,standard
4502,武田薬品工業,prime
4503,アステラス製薬,prime
4506,住友ファーマ,prime
4507,塩野義製薬,prime
4512,わかもと製薬,standard
4516,日本新薬,prime
4519,中外製薬,prime
4521,科研製薬,prime
4523,エーザイ,prime
4524,森下仁丹,standard
4526,理研ビタミン,prime
4527,ロート製薬,prime
4528,小野薬品工業,prime
4531,有機合成薬品工業,standard
4534,持田製薬,prime
4536,参天製薬,prime
4538,扶桑薬品工業,prime
4539,日本ケミファ,standard
4540,ツムラ,prime
4543,テルモ,prime
4544,Ｈ．Ｕ．グループホールディングス,prime
4547,キッセイ薬品工業,prime
4548,生化学工業,prime
4549,栄研化学,prime
4552,ＪＣＲファーマ,prime
4553,東和薬品,prime
4554,富士製薬工業,prime
4556,カイノス,standard
4558,中京医薬品,standard
4559,ゼリア新薬工業,prime
4563,アンジェス,growth
4564,オンコセラピー・サイエンス,growth
4565,ネクセラファーマ,prime
4568,第一三共,prime
4569,杏林製薬,prime
456A,ＨＵＭＡＮ　ＭＡＤＥ,growth
4570,免疫生物研究所,growth
4571,ＮＡＮＯホールディングス,growth
4572,カルナバイオサイエンス,growth
4574,大幸薬品,prime
4575,キャンバス,growth
4576,デ・ウエスタン・セラピテクス研究所,growth
4577,ダイト,prime
4578,大塚ホールディングス,prime
4579,ラクオリア創薬,growth
4582,シンバイオ製薬,growth
4583,カイオム・バイオサイエンス,growth
4584,キッズウェル・バイオ,growth
4586,メドレックス,growth
4587,ペプチドリーム,prime
4588,オンコリスバイオファーマ,growth
4591,リボミック,growth
4592,サンバイオ,growth
4593,ヘリオス,growth
4594,ブライトパス・バイオ,growth
4595,ミズホメディー,standard
4596,窪田製薬ホールディングス,growth
4597,ソレイジア・ファーマ,growth
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,growth
4599,ステムリム,growth
460A,ＢＲＡＮＵ,growth
4611,大日本塗料,prime
4612,日本ペイントホールディングス,prime
4613,関西ペイント,prime
4615,神東塗料,standard
4616,川上塗料,standard
4617,中国塗料,prime
4619,日本特殊塗料,standard
4620,藤倉化成,standard
4623,アサヒペン,standard
4624,イサム塗料,standard
4625,アトミクス,standard
4626,太陽ホールディングス,prime
4627,ナトコ,standard
4628,エスケー化研,standard
4629,大伸化学,standard
462A,ＦＵＮＤＩＮＮＯ,growth
4631,ＤＩＣ,prime
4633,サカタインクス,prime
4634,ａｒｔｉｅｎｃｅ,prime
4635,東京インキ,standard
463A,インテリックスホールディングス,standard
4641,アルプス技研,prime
4642,オリジナル設計,standard
4644,イマジニア,standard
4645,市進ホールディングス,standard
464A,ＱＰＳホールディングス,growth
4650,ＳＤエンターテイメント,standard
4651,サニックスホールディングス,standard
4657,環境管理センター,standard
4658,日本空調サービス,prime
4659,エイジス,standard
4661,オリエンタルランド,prime
4662,フォーカスシステムズ,prime
4664,アール・エス・シー,standard
4665,ダスキン,prime
4666,パーク２４,prime
4667,アイサンテクノロジー,standard
4668,明光ネットワークジャパン,prime
4671,ファルコホールディングス,standard
4673,川崎地質,standard
4674,クレスコ,prime
4676,フジ・メディア・ホールディングス,prime
4678,秀英予備校,standard
4679,田谷,standard
4680,ラウンドワン,prime
4681,リゾートトラスト,prime
4684,オービック,prime
4685,菱友システムズ,standard
4686,ジャストシステム,prime
4687,ＴＤＣソフト,prime
4689,ＬＩＮＥヤフー,prime
4691,ワシントンホテル,standard
4694,ビー・エム・エル,prime
469A,フィットクルー,growth
4704,トレンドマイクロ,prime
4705,クリップコーポレーション,standard
4707,キタック,standard
4709,ＩＤホールディングス,prime
4712,ＫｅｙＨｏｌｄｅｒ,standard
4714,リソー教育グループ,prime
4716,日本オラクル,standard
4718,早稲田アカデミー,prime
4719,アルファシステムズ,prime
471A,ＮＳグループ,prime
4720,城南進学研究社,standard
4722,フューチャー,prime
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,prime
4728,トーセ,standard
472A,ミラティブ,growth
4732,ユー・エス・エス,prime
4733,オービックビジネスコンサルタント,prime
4735,京進,standard
4736,日本ラッド,standard
4743,アイティフォー,prime
4746,東計電算,standard
4750,ダイサン,standard
4751,サイバーエージェント,prime
4752,昭和システムエンジニアリング,standard
4754,トスネット,standard
4755,楽天グループ,prime
475A,ギミック,standard
4760,アルファ,standard
4761,さくらケーシーエス,standard
4762,エックスネット,standard
4763,クリーク・アンド・リバー社,prime
4765,ＳＢＩグローバルアセットマネジメント,prime
4766,ピーエイ,standard
4767,テー・オー・ダブリュー,standard
4768,大塚商会,prime
4769,ＩＣ,standard
476A,辻・本郷ＩＴコンサルティング,standard
4771,エフアンドエム,standard
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,growth
4776,サイボウズ,prime
4777,ガーラ,standard
477A,スタートライン,growth
4783,ＮＣＤ,standard
4784,ＧＭＯインターネット,prime
478A,フツパー,growth
4792,山田コンサルティンググループ,prime
479A,ＰＲＯＮＩ,growth
4800,オリコン,standard
4801,セントラルスポーツ,prime
4809,パラカ,prime
480A,リブ・コンサルティング,growth
4811,ドリーム・アーツ,growth
4812,電通総研,prime
4813,ＡＣＣＥＳＳ,prime
4814,ネクストウェア,standard
4816,東映アニメーション,standard
4819,デジタルガレージ,prime
4820,イーエムシステムズ,prime
4825,ウェザーニューズ,prime
4826,ＣＩＪ,prime
4828,ビジネスエンジニアリング,prime
4829,日本エンタープライズ,standard
4832,ＪＦＥシステムズ,standard
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,growth
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,standard
4839,ＷＯＷＯＷ,prime
483A,テラテクノロジー,standard
4840,トライアイズ,standard
4845,スカラ,standard
4847,インテリジェント　ウェイブ,prime
4848,フルキャストホールディングス,prime
4849,エン,prime
485A,パワーエックス,growth
4880,セルソース,standard
4881,ファンペップ,growth
4882,ペルセウスプロテオミクス,growth
4883,モダリス,growth
4884,クリングルファーマ,growth
4885,室町ケミカル,standard
4886,あすか製薬ホールディングス,prime
4887,サワイグループホールディングス,prime
4888,ステラファーマ,growth
4889,レナサイエンス,growth
4890,坪田ラボ,growth
4891,ティムス,growth
4892,サイフューズ,growth
4893,ノイルイミューン・バイオテック,growth
4894,クオリプス,growth
4896,ケイファーマ,growth
4901,富士フイルムホールディングス,prime
4902,コニカミノルタ,prime
4911,資生堂,prime
4912,ライオン,prime
4914,高砂香料工業,prime
4918,アイビー化粧品,standard
4919,ミルボン,prime
4920,日本色材工業研究所,standard
4922,コーセーホールディングス,prime
4923,コタ,prime
4925,ハーバー研究所,standard
4926,シーボン,standard
4927,ポーラ・オルビスホールディングス,prime
4928,ノエビアホールディングス,prime
4929,アジュバンホールディングス,standard
4931,新日本製薬,prime
4932,アルマード,standard
4933,Ｉ－ｎｅ,prime
4934,プレミアアンチエイジング,growth
4935,リベルタ,standard
4936,アクシージア,standard
4937,Ｗａｑｏｏ,growth
4951,エステー,prime
4956,コニシ,prime
4958,長谷川香料,prime
4960,ケミプロ化成,standard
4966,上村工業,standard
4967,小林製薬,prime
4968,荒川化学工業,prime
4970,東洋合成工業,standard
4971,メック,prime
4972,綜研化学,standard
4973,日本高純度化学,prime
4974,タカラバイオ,prime
4975,ＪＣＵ,prime
4976,東洋ドライルーブ,standard
4977,新田ゼラチン,standard
4978,リプロセル,growth
4979,ＯＡＴアグリオ,standard
4980,デクセリアルズ,prime
4985,アース製薬,prime
4990,昭和化学工業,standard
4992,北興化学工業,standard
4994,大成ラミックグループ,standard
4996,クミアイ化学工業,prime
4997,日本農薬,prime
4998,フマキラー,standard
500A,ＴＯブックス,standard
5010,日本精蝋,standard
5011,ニチレキグループ,prime
5013,ユシロ,standard
5015,ビーピー・カストロール,standard
5016,ＪＸ金属,prime
5018,ＭＯＲＥＳＣＯ,standard
5019,出光興産,prime
5020,ＥＮＥＯＳホールディングス,prime
5021,コスモエネルギーホールディングス,prime
5025,マーキュリー,growth
5026,トリプルアイズ,growth
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,growth
5028,セカンドサイトアナリティカ,growth
5029,サークレイス,growth
5031,モイ,growth
5032,ＡＮＹＣＯＬＯＲ,prime
5033,ヌーラボ,growth
5034,ｕｎｅｒｒｙ,growth
5035,ＨＯＵＳＥＩ,growth
5036,日本ビジネスシステムズ,prime
5038,ｅＷｅＬＬ,growth
504A,イノバセル,growth
505A,ギークリー,standard
5071,ヴィス,standard
5074,テスホールディングス,prime
5076,インフロニア・ホールディングス,prime
50765,インフロニア・ホールディングス第１回社債型種類株式,prime
5078,セレコーポレーション,standard
5079,ノバック,standard
5101,横浜ゴム,prime
5103,昭和ホールディングス,standard
5105,ＴＯＹＯ　ＴＩＲＥ,prime
5108,ブリヂストン,prime
5110,住友ゴム工業,prime
5121,藤倉コンポジット,prime
5122,オカモト,prime
5125,ファインズ,growth
5126,ポーターズ,growth
5129,ＦＩＸＥＲ,growth
5131,リンカーズ,growth
5132,ｐｌｕｓｚｅｒｏ,growth
5133,テリロジーホールディングス,standard
5134,ＰＯＰＥＲ,growth
5136,ｔｒｉｐｌａ,growth
5137,スマートドライブ,growth
5138,Ｒｅｂａｓｅ,growth
5139,オープンワーク,growth
5142,アキレス,prime
5161,西川ゴム工業,standard
5162,朝日ラバー,standard
5184,ニチリン,standard
5185,フコク,prime
5186,ニッタ,prime
5187,クリエートメディック,standard
5189,櫻護謨,standard
5192,三ツ星ベルト,prime
5194,相模ゴム工業,standard
5195,バンドー化学,prime
5199,不二ラテックス,standard
519A,ベーシック,growth
5201,ＡＧＣ,prime
5202,日本板硝子,prime
5204,石塚硝子,standard
5208,有沢製作所,prime
520A,ジェイファーマ,growth
5210,日本山村硝子,standard
5214,日本電気硝子,prime
5216,倉元製作所,standard
5218,オハラ,standard
5232,住友大阪セメント,prime
5233,太平洋セメント,prime
5237,ノザワ,standard
523A,セイワホールディングス,growth
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,growth
5242,アイズ,growth
5243,ｎｏｔｅ,growth
5244,ｊｉｇ．ｊｐ,growth
5246,ＥＬＥＭＥＮＴＳ,growth
5247,ＢＴＭ,growth
5248,テクノロジーズ,growth
5250,ＧＭＯプライム・ストラテジー,standard
5252,日本ナレッジ,growth
5253,カバー,growth
5254,Ａｒｅｎｔ,growth
5255,モンスターラボ,growth
5256,Ｆｕｓｉｃ,growth
5257,ノバシステム,standard
5258,トランザクション・メディア・ネットワークス,growth
5261,リソルホールディングス,prime
5262,日本ヒューム,prime
5268,旭コンクリート工業,standard
5269,日本コンクリート工業,prime
5271,トーヨーアサノ,standard
5273,三谷セキサン,standard
5279,日本興業,standard
5280,ヨシコン,standard
5282,ジオスター,standard
5283,高見澤,standard
5284,ヤマウホールディングス,standard
5285,ヤマックス,standard
5287,イトーヨーギョー,standard
5288,アジアパイルホールディングス,prime
5290,ベルテクスコーポレーション,standard
5301,東海カーボン,prime
5302,日本カーボン,prime
5304,ＳＥＣカーボン,standard
5310,東洋炭素,prime
5331,ノリタケ,prime
5332,ＴＯＴＯ,prime
5333,ＮＧＫ,prime
5334,日本特殊陶業,prime
5337,ダントーホールディングス,standard
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,standard
5344,ＭＡＲＵＷＡ,prime
5351,品川リフラ,prime
5355,日本坩堝,standard
5356,美濃窯業,standard
5357,ヨータイ,prime
5363,東京窯業,standard
5367,ニッカトー,standard
5368,日本インシュレーション,standard
5380,新東,standard
5381,マイポックス,standard
5384,フジミインコーポレーテッド,prime
5388,クニミネ工業,standard
5391,エーアンドエーマテリアル,standard
5393,ニチアス,prime
5401,日本製鉄,prime
5406,神戸製鋼所,prime
5408,中山製鋼所,prime
5410,合同製鐵,prime
5411,ＪＦＥホールディングス,prime
5423,東京製鐵,prime
542A,ビタブリッドジャパン,growth
543A,ＡＲＣＨＩＯＮ,prime
5440,共英製鋼,prime
5444,大和工業,prime
5445,東京鐵鋼,prime
5446,北越メタル,standard
5449,大阪製鐵,standard
544A,ＧＭＳグループ,prime
5451,ヨドコウ,prime
5458,高砂鐵工,standard
545A,トランヴィア,prime
5461,中部鋼鈑,prime
5463,丸一鋼管,prime
5464,モリ工業,standard
546A,ＭＩＲＡＩＮＩホールディングス,prime
5471,大同特殊鋼,prime
547A,ムニノバホールディングス,prime
5480,日本冶金工業,prime
5482,愛知製鋼,prime
5484,東北特殊鋼,standard
548A,システムエグゼ,standard
5491,日本金属,standard
549A,ヒトトヒトホールディングス,standard
550A,ソフトテックス,standard
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,growth
5532,リアルゲイト,growth
5533,エリッツホールディングス,standard
5535,ミガロホールディングス,prime
5537,ＡｌｂａＬｉｎｋ,growth
5541,大平洋金属,prime
5542,新報国マテリアル,standard
554A,バトンズ,growth
5563,新日本電工,prime
556A,犬猫生活,growth
